DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
16,C LECLERC,LEC,Ferrari,7.0,4.0,6.0,Finished,2020,11,Eifel Grand Prix,4.0,0.0089833350924719
27,N HULKENBERG,HUL,Racing Point,8.0,20.0,4.0,Finished,2020,11,Eifel Grand Prix,20.0,0.0322743318204739
8,R GROSJEAN,GRO,Haas F1 Team,9.0,16.0,2.0,Finished,2020,11,Eifel Grand Prix,16.0,0.0267740914048482
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,10.0,14.0,1.0,Finished,2020,11,Eifel Grand Prix,14.0,0.019549895038056
5,S VETTEL,VET,Ferrari,11.0,11.0,0.0,Finished,2020,11,Eifel Grand Prix,11.0,0.0172278319201584
7,K RAIKKONEN,RAI,Alfa Romeo Racing,12.0,19.0,0.0,Finished,2020,11,Eifel Grand Prix,19.0,0.0298819031535492
20,K MAGNUSSEN,MAG,Haas F1 Team,13.0,15.0,0.0,Finished,2020,11,Eifel Grand Prix,15.0,0.0217664098324126
6,N LATIFI,LAT,Williams,14.0,18.0,0.0,Finished,2020,11,Eifel Grand Prix,18.0,0.0298232651960266
26,D KVYAT,KVY,AlphaTauri,15.0,13.0,0.0,Finished,2020,11,Eifel Grand Prix,13.0,0.018517866985657
4,L NORRIS,NOR,McLaren,16.0,8.0,0.0,Power Unit,2020,11,Eifel Grand Prix,8.0,0.0122787883052457
23,A ALBON,ALB,Red Bull Racing,17.0,5.0,0.0,Radiator,2020,11,Eifel Grand Prix,5.0,0.0091240661905263
31,E OCON,OCO,Renault,18.0,7.0,0.0,Gearbox,2020,11,Eifel Grand Prix,7.0,0.0114109465339103
77,V BOTTAS,BOT,Mercedes,19.0,1.0,0.0,Power Unit,2020,11,Eifel Grand Prix,1.0,0.0
63,G RUSSELL,RUS,Williams,20.0,17.0,0.0,Collision,2020,11,Eifel Grand Prix,17.0,0.0269148225029024
44,L HAMILTON,HAM,Mercedes,1.0,1.0,26.0,Finished,2020,12,Portuguese Grand Prix,1.0,0.0024324536395261
77,V BOTTAS,BOT,Mercedes,2.0,2.0,18.0,Finished,2020,12,Portuguese Grand Prix,2.0,0.0
33,M VERSTAPPEN,VER,Red Bull Racing,3.0,3.0,15.0,Finished,2020,12,Portuguese Grand Prix,3.0,0.0054010932963671
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2020,12,Portuguese Grand Prix,4.0,0.0081604896293778
10,P GASLY,GAS,AlphaTauri,5.0,9.0,10.0,+1 Lap,2020,12,Portuguese Grand Prix,9.0,0.0097167368503649
55,C SAINZ,SAI,McLaren,6.0,7.0,8.0,+1 Lap,2020,12,Portuguese Grand Prix,7.0,0.0093767164491409
11,S PEREZ,PER,Racing Point,7.0,5.0,6.0,+1 Lap,2020,12,Portuguese Grand Prix,5.0,0.008670520231214
31,E OCON,OCO,Renault,8.0,11.0,4.0,+1 Lap,2020,12,Portuguese Grand Prix,11.0,0.0150132084848169
3,D RICCIARDO,RIC,Renault,9.0,10.0,2.0,+1 Lap,2020,12,Portuguese Grand Prix,10.0,0.0132738733554782
5,S VETTEL,VET,Ferrari,10.0,15.0,1.0,+1 Lap,2020,12,Portuguese Grand Prix,15.0,0.0128161535845997
7,K RAIKKONEN,RAI,Alfa Romeo Racing,11.0,16.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,16.0,0.0226898229278372
23,A ALBON,ALB,Red Bull Racing,12.0,6.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,6.0,0.0123584338137212
4,L NORRIS,NOR,McLaren,13.0,8.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,8.0,0.0111814401171763
63,G RUSSELL,RUS,Williams,14.0,14.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,14.0,0.0172887296314702
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,15.0,17.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,17.0,0.0242853032720424
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,19.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,19.0,0.0267046792038291
8,R GROSJEAN,GRO,Haas F1 Team,17.0,18.0,0.0,+1 Lap,2020,12,Portuguese Grand Prix,18.0,0.0248214892893575
6,N LATIFI,LAT,Williams,18.0,20.0,0.0,+2 Laps,2020,12,Portuguese Grand Prix,20.0,0.0302225825857244
26,D KVYAT,KVY,AlphaTauri,19.0,13.0,0.0,+2 Laps,2020,12,Portuguese Grand Prix,13.0,0.0165040671671069
18,L STROLL,STR,Racing Point,20.0,12.0,0.0,Collision damage,2020,12,Portuguese Grand Prix,12.0,0.0151701409776895
44,L HAMILTON,HAM,Mercedes,1.0,2.0,26.0,Finished,2020,13,Emilia Romagna Grand Prix,2.0,0.0013177736418102
77,V BOTTAS,BOT,Mercedes,2.0,1.0,18.0,Finished,2020,13,Emilia Romagna Grand Prix,1.0,0.0
3,D RICCIARDO,RIC,Renault,3.0,5.0,15.0,Finished,2020,13,Emilia Romagna Grand Prix,5.0,0.0123762039967938
26,D KVYAT,KVY,AlphaTauri,4.0,8.0,12.0,Finished,2020,13,Emilia Romagna Grand Prix,8.0,0.014767215965439
16,C LECLERC,LEC,Ferrari,5.0,7.0,10.0,Finished,2020,13,Emilia Romagna Grand Prix,7.0,0.0136803923433276
11,S PEREZ,PER,Racing Point,6.0,11.0,8.0,Finished,2020,13,Emilia Romagna Grand Prix,11.0,0.0197258487413225
55,C SAINZ,SAI,McLaren,7.0,10.0,6.0,Finished,2020,13,Emilia Romagna Grand Prix,10.0,0.0176880544498635
4,L NORRIS,NOR,McLaren,8.0,9.0,4.0,Finished,2020,13,Emilia Romagna Grand Prix,9.0,0.0163702808080533
7,K RAIKKONEN,RAI,Alfa Romeo Racing,9.0,18.0,2.0,Finished,2020,13,Emilia Romagna Grand Prix,18.0,0.0318439321278649
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,10.0,20.0,1.0,Finished,2020,13,Emilia Romagna Grand Prix,20.0,0.035308182423345
6,N LATIFI,LAT,Williams,11.0,19.0,0.0,Finished,2020,13,Emilia Romagna Grand Prix,19.0,0.0323058321672621
5,S VETTEL,VET,Ferrari,12.0,14.0,0.0,Finished,2020,13,Emilia Romagna Grand Prix,14.0,0.0241274844108738
18,L STROLL,STR,Racing Point,13.0,15.0,0.0,Finished,2020,13,Emilia Romagna Grand Prix,15.0,0.0256082815960005
8,R GROSJEAN,GRO,Haas F1 Team,14.0,16.0,0.0,Finished,2020,13,Emilia Romagna Grand Prix,16.0,0.0313684467931912
23,A ALBON,ALB,Red Bull Racing,15.0,6.0,0.0,Finished,2020,13,Emilia Romagna Grand Prix,6.0,0.0130826393511664
63,G RUSSELL,RUS,Williams,16.0,13.0,0.0,Accident,2020,13,Emilia Romagna Grand Prix,13.0,0.0232851961037372
33,M VERSTAPPEN,VER,Red Bull Racing,17.0,3.0,0.0,Puncture,2020,13,Emilia Romagna Grand Prix,3.0,0.0077028624217148
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,17.0,0.0,Illness,2020,13,Emilia Romagna Grand Prix,17.0,0.0316537379939952
31,E OCON,OCO,Renault,19.0,12.0,0.0,Gearbox,2020,13,Emilia Romagna Grand Prix,12.0,0.0216277900800173
10,P GASLY,GAS,AlphaTauri,20.0,4.0,0.0,Water pressure,2020,13,Emilia Romagna Grand Prix,4.0,0.0121316686818188
44,L HAMILTON,HAM,Mercedes,1.0,6.0,25.0,Finished,2020,14,Turkish Grand Prix,6.0,0.0444949658980188
11,S PEREZ,PER,Racing Point,2.0,3.0,18.0,Finished,2020,14,Turkish Grand Prix,3.0,0.0144388252215468
5,S VETTEL,VET,Ferrari,3.0,11.0,15.0,Finished,2020,14,Turkish Grand Prix,12.0,0.0687050526608824
16,C LECLERC,LEC,Ferrari,4.0,12.0,12.0,Finished,2020,14,Turkish Grand Prix,14.0,0.0828747738133902
55,C SAINZ,SAI,McLaren,5.0,15.0,10.0,Finished,2020,14,Turkish Grand Prix,13.0,0.070941400269104
33,M VERSTAPPEN,VER,Red Bull Racing,6.0,2.0,8.0,Finished,2020,14,Turkish Grand Prix,2.0,0.0026910406903911
23,A ALBON,ALB,Red Bull Racing,7.0,4.0,6.0,Finished,2020,14,Turkish Grand Prix,4.0,0.0248967661114461
4,L NORRIS,NOR,McLaren,8.0,14.0,5.0,Finished,2020,14,Turkish Grand Prix,11.0,0.0666264557138216
18,L STROLL,STR,Racing Point,9.0,1.0,2.0,Finished,2020,14,Turkish Grand Prix,1.0,0.0
3,D RICCIARDO,RIC,Renault,10.0,5.0,1.0,Finished,2020,14,Turkish Grand Prix,5.0,0.0355402960144759
31,E OCON,OCO,Renault,11.0,7.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,7.0,0.0450702918387231
26,D KVYAT,KVY,AlphaTauri,12.0,16.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,17.0,0.1976986962371827
10,P GASLY,GAS,AlphaTauri,13.0,19.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,15.0,0.1001345520345195
77,V BOTTAS,BOT,Mercedes,14.0,9.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,9.0,0.0509720224562705
7,K RAIKKONEN,RAI,Alfa Romeo Racing,15.0,8.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,8.0,0.0462116642694752
63,G RUSSELL,RUS,Williams,16.0,0.0,0.0,+1 Lap,2020,14,Turkish Grand Prix,18.0,0.2064863360089082
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,13.0,0.0,Withdrew,2020,14,Turkish Grand Prix,16.0,0.1878346401893008
8,R GROSJEAN,GRO,Haas F1 Team,18.0,17.0,0.0,Collision damage,2020,14,Turkish Grand Prix,19.0,0.2333225073075673
6,N LATIFI,LAT,Williams,19.0,0.0,0.0,Collision damage,2020,14,Turkish Grand Prix,20.0,0.3140722869206142
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,20.0,10.0,0.0,Gearbox,2020,14,Turkish Grand Prix,10.0,0.0525773674198487
44,L HAMILTON,HAM,Mercedes,1.0,1.0,25.0,Finished,2020,15,Bahrain Grand Prix,1.0,0.0
33,M VERSTAPPEN,VER,Red Bull Racing,2.0,3.0,19.0,Finished,2020,15,Bahrain Grand Prix,3.0,0.0047442244224422
23,A ALBON,ALB,Red Bull Racing,3.0,4.0,15.0,Finished,2020,15,Bahrain Grand Prix,4.0,0.0115740740740741
4,L NORRIS,NOR,McLaren,4.0,9.0,12.0,Finished,2020,15,Bahrain Grand Prix,9.0,0.0146452145214522
55,C SAINZ,SAI,McLaren,5.0,15.0,10.0,Finished,2020,15,Bahrain Grand Prix,15.0,0.0196071690502383
10,P GASLY,GAS,AlphaTauri,6.0,8.0,8.0,Finished,2020,15,Bahrain Grand Prix,8.0,0.0135680234690135
3,D RICCIARDO,RIC,Renault,7.0,6.0,6.0,Finished,2020,15,Bahrain Grand Prix,6.0,0.0132127796112945
77,V BOTTAS,BOT,Mercedes,8.0,2.0,4.0,Finished,2020,15,Bahrain Grand Prix,2.0,0.0033117895122845
31,E OCON,OCO,Renault,9.0,7.0,2.0,Finished,2020,15,Bahrain Grand Prix,7.0,0.0132356985698569
16,C LECLERC,LEC,Ferrari,10.0,12.0,1.0,+1 Lap,2020,15,Bahrain Grand Prix,12.0,0.0214636046938027
26,D KVYAT,KVY,AlphaTauri,11.0,10.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,10.0,0.015516134946828
63,G RUSSELL,RUS,Williams,12.0,14.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,14.0,0.0232627429409607
5,S VETTEL,VET,Ferrari,13.0,11.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,11.0,0.021520902090209
6,N LATIFI,LAT,Williams,14.0,20.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,20.0,0.033438760542721
7,K RAIKKONEN,RAI,Alfa Romeo Racing,15.0,17.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,17.0,0.0291758342500917
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,16.0,16.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,16.0,0.0255202603593693
20,K MAGNUSSEN,MAG,Haas F1 Team,17.0,18.0,0.0,+1 Lap,2020,15,Bahrain Grand Prix,18.0,0.0326251375137514
11,S PEREZ,PER,Racing Point,18.0,5.0,0.0,Engine,2020,15,Bahrain Grand Prix,5.0,0.0121241290795747
18,L STROLL,STR,Racing Point,19.0,13.0,0.0,Collision,2020,15,Bahrain Grand Prix,13.0,0.016215163182985
8,R GROSJEAN,GRO,Haas F1 Team,20.0,19.0,0.0,Collision,2020,15,Bahrain Grand Prix,19.0,0.0329345434543455
11,S PEREZ,PER,Racing Point,1.0,5.0,25.0,Finished,2020,16,Sakhir Grand Prix,5.0,0.0076812110084867
31,E OCON,OCO,Renault,2.0,11.0,18.0,Finished,2020,16,Sakhir Grand Prix,11.0,0.011578020495719
18,L STROLL,STR,Racing Point,3.0,10.0,15.0,Finished,2020,16,Sakhir Grand Prix,10.0,0.0086741480412912
55,C SAINZ,SAI,McLaren,4.0,8.0,12.0,Finished,2020,16,Sakhir Grand Prix,8.0,0.0082619854993723
3,D RICCIARDO,RIC,Renault,5.0,7.0,10.0,Finished,2020,16,Sakhir Grand Prix,7.0,0.0092549225321767
23,A ALBON,ALB,Red Bull Racing,6.0,12.0,8.0,Finished,2020,16,Sakhir Grand Prix,12.0,0.0121587949866047
26,D KVYAT,KVY,AlphaTauri,7.0,6.0,6.0,Finished,2020,16,Sakhir Grand Prix,6.0,0.0089739026172321
77,V BOTTAS,BOT,Mercedes,8.0,1.0,4.0,Finished,2020,16,Sakhir Grand Prix,1.0,0.0
63,G RUSSELL,RUS,Mercedes,9.0,2.0,3.0,Finished,2020,16,Sakhir Grand Prix,2.0,0.0004871011859039
4,L NORRIS,NOR,McLaren,10.0,19.0,1.0,Finished,2020,16,Sakhir Grand Prix,15.0,0.0153062180339846
10,P GASLY,GAS,AlphaTauri,11.0,9.0,0.0,Finished,2020,16,Sakhir Grand Prix,9.0,0.0105663488019184
5,S VETTEL,VET,Ferrari,12.0,13.0,0.0,Finished,2020,16,Sakhir Grand Prix,13.0,0.0149502594750547
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,13.0,14.0,0.0,Finished,2020,16,Sakhir Grand Prix,14.0,0.0187346609963092
7,K RAIKKONEN,RAI,Alfa Romeo Racing,14.0,18.0,0.0,Finished,2020,16,Sakhir Grand Prix,19.0,0.0297131723401464
20,K MAGNUSSEN,MAG,Haas F1 Team,15.0,15.0,0.0,Finished,2020,16,Sakhir Grand Prix,16.0,0.0248796298030986
89,J AITKEN,AIT,Williams,16.0,17.0,0.0,Finished,2020,16,Sakhir Grand Prix,18.0,0.0283830114094085
51,P FITTIPALDI,FIT,Haas F1 Team,17.0,20.0,0.0,Finished,2020,16,Sakhir Grand Prix,20.0,0.0383873203814376
6,N LATIFI,LAT,Williams,18.0,16.0,0.0,Engine,2020,16,Sakhir Grand Prix,17.0,0.0265844839537627
33,M VERSTAPPEN,VER,Red Bull Racing,19.0,3.0,0.0,Accident,2020,16,Sakhir Grand Prix,3.0,0.0010491410157932
16,C LECLERC,LEC,Ferrari,20.0,4.0,0.0,Collision,2020,16,Sakhir Grand Prix,4.0,0.0044213799951289
33,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2020,17,Abu Dhabi Grand Prix,1.0,0.0
77,V BOTTAS,BOT,Mercedes,2.0,2.0,18.0,Finished,2020,17,Abu Dhabi Grand Prix,2.0,0.0002624782143082
44,L HAMILTON,HAM,Mercedes,3.0,3.0,15.0,Finished,2020,17,Abu Dhabi Grand Prix,3.0,0.0009029250572202
23,A ALBON,ALB,Red Bull Racing,4.0,5.0,12.0,Finished,2020,17,Abu Dhabi Grand Prix,5.0,0.0034122167860067
4,L NORRIS,NOR,McLaren,5.0,4.0,10.0,Finished,2020,17,Abu Dhabi Grand Prix,4.0,0.0026352812716545
55,C SAINZ,SAI,McLaren,6.0,6.0,8.0,Finished,2020,17,Abu Dhabi Grand Prix,6.0,0.0059740041576549
3,D RICCIARDO,RIC,Renault,7.0,11.0,7.0,Finished,2020,17,Abu Dhabi Grand Prix,12.0,0.0121789891439011
10,P GASLY,GAS,AlphaTauri,8.0,9.0,4.0,Finished,2020,17,Abu Dhabi Grand Prix,10.0,0.0104571320580392
31,E OCON,OCO,Renault,9.0,10.0,2.0,Finished,2020,17,Abu Dhabi Grand Prix,11.0,0.0116855301010016
18,L STROLL,STR,Racing Point,10.0,8.0,1.0,Finished,2020,17,Abu Dhabi Grand Prix,8.0,0.0083993028578629
26,D KVYAT,KVY,AlphaTauri,11.0,7.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,7.0,0.0075278751863595
7,K RAIKKONEN,RAI,Alfa Romeo Racing,12.0,15.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,16.0,0.0242424878735066
16,C LECLERC,LEC,Ferrari,13.0,12.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,9.0,0.0066669466434286
5,S VETTEL,VET,Ferrari,14.0,13.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,13.0,0.014541293072675
63,G RUSSELL,RUS,Williams,15.0,16.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,18.0,0.0293870608739475
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,16.0,14.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,14.0,0.0192029061587889
6,N LATIFI,LAT,Williams,17.0,18.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,20.0,0.0335657140457342
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,20.0,0.0,+1 Lap,2020,17,Abu Dhabi Grand Prix,17.0,0.0274762194737837
51,P FITTIPALDI,FIT,Haas F1 Team,19.0,17.0,0.0,+2 Laps,2020,17,Abu Dhabi Grand Prix,19.0,0.0307309493312055
11,S PEREZ,PER,Racing Point,20.0,19.0,0.0,Transmission,2020,17,Abu Dhabi Grand Prix,15.0,0.0082733133149949
44,L HAMILTON,HAM,Mercedes,1.0,2.0,25.0,Finished,2021,1,Bahrain Grand Prix,2.0,0.0043596975178939
33,M VERSTAPPEN,VER,Red Bull Racing,2.0,1.0,18.0,Finished,2021,1,Bahrain Grand Prix,1.0,0.0
77,V BOTTAS,BOT,Mercedes,3.0,3.0,16.0,Finished,2021,1,Bahrain Grand Prix,3.0,0.0066182006135038
4,L NORRIS,NOR,McLaren,4.0,7.0,12.0,Finished,2021,1,Bahrain Grand Prix,7.0,0.0109778981313977
11,S PEREZ,PER,Red Bull Racing,5.0,0.0,10.0,Finished,2021,1,Bahrain Grand Prix,11.0,0.018674786790566
16,C LECLERC,LEC,Ferrari,6.0,4.0,8.0,Finished,2021,1,Bahrain Grand Prix,4.0,0.0076519433239322
3,D RICCIARDO,RIC,McLaren,7.0,6.0,6.0,Finished,2021,1,Bahrain Grand Prix,6.0,0.0104497904423745
55,C SAINZ,SAI,Ferrari,8.0,8.0,4.0,Finished,2021,1,Bahrain Grand Prix,8.0,0.0113711698147128
22,Y TSUNODA,TSU,AlphaTauri,9.0,13.0,2.0,Finished,2021,1,Bahrain Grand Prix,13.0,0.0180904974324977
18,L STROLL,STR,Aston Martin,10.0,10.0,1.0,Finished,2021,1,Bahrain Grand Prix,10.0,0.0180230794296436
7,K RAIKKONEN,RAI,Alfa Romeo Racing,11.0,14.0,0.0,Finished,2021,1,Bahrain Grand Prix,14.0,0.0251806240659797
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,12.0,12.0,0.0,+1 Lap,2021,1,Bahrain Grand Prix,12.0,0.0192253671472071
31,E OCON,OCO,Alpine,13.0,16.0,0.0,+1 Lap,2021,1,Bahrain Grand Prix,16.0,0.0306414822971561
63,G RUSSELL,RUS,Williams,14.0,15.0,0.0,+1 Lap,2021,1,Bahrain Grand Prix,15.0,0.0260570581030821
5,S VETTEL,VET,Aston Martin,15.0,20.0,0.0,+1 Lap,2021,1,Bahrain Grand Prix,18.0,0.0343719451217456
47,M SCHUMACHER,MSC,Haas F1 Team,16.0,18.0,0.0,+1 Lap,2021,1,Bahrain Grand Prix,19.0,0.0387878243086845
10,P GASLY,GAS,AlphaTauri,17.0,5.0,0.0,Retired,2021,1,Bahrain Grand Prix,5.0,0.0091239030529118
6,N LATIFI,LAT,Williams,18.0,17.0,0.0,Retired,2021,1,Bahrain Grand Prix,17.0,0.0330235850646651
14,F ALONSO,ALO,Alpine,19.0,9.0,0.0,Brakes,2021,1,Bahrain Grand Prix,9.0,0.0140678899288739
9,N MAZEPIN,MAZ,Haas F1 Team,20.0,19.0,0.0,Accident,2021,1,Bahrain Grand Prix,20.0,0.0480465633673044
33,M VERSTAPPEN,VER,Red Bull Racing,1.0,3.0,25.0,Finished,2021,2,Emilia Romagna Grand Prix,3.0,0.0011691819757831
44,L HAMILTON,HAM,Mercedes,2.0,1.0,19.0,Finished,2021,2,Emilia Romagna Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,3.0,7.0,15.0,Finished,2021,2,Emilia Romagna Grand Prix,7.0,0.0041257340984532
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2021,2,Emilia Romagna Grand Prix,4.0,0.0044213893107201
55,C SAINZ,SAI,Ferrari,5.0,11.0,10.0,Finished,2021,2,Emilia Romagna Grand Prix,11.0,0.0105898321484726
3,D RICCIARDO,RIC,McLaren,6.0,6.0,8.0,Finished,2021,2,Emilia Romagna Grand Prix,6.0,0.0055771324132183
10,P GASLY,GAS,AlphaTauri,7.0,5.0,6.0,Finished,2021,2,Emilia Romagna Grand Prix,5.0,0.0050933329749634
18,L STROLL,STR,Aston Martin,8.0,10.0,4.0,Finished,2021,2,Emilia Romagna Grand Prix,10.0,0.009770060878096
31,E OCON,OCO,Alpine,9.0,9.0,2.0,Finished,2021,2,Emilia Romagna Grand Prix,9.0,0.0094878445391138
14,F ALONSO,ALO,Alpine,10.0,15.0,1.0,Finished,2021,2,Emilia Romagna Grand Prix,15.0,0.015884748222709
11,S PEREZ,PER,Red Bull Racing,11.0,2.0,0.0,Finished,2021,2,Emilia Romagna Grand Prix,2.0,0.0004703605649701
22,Y TSUNODA,TSU,AlphaTauri,12.0,20.0,0.0,Finished,2021,2,Emilia Romagna Grand Prix,20.0,
7,K RAIKKONEN,RAI,Alfa Romeo Racing,13.0,16.0,0.0,Finished,2021,2,Emilia Romagna Grand Prix,16.0,0.0210049589442421
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,14.0,17.0,0.0,+1 Lap,2021,2,Emilia Romagna Grand Prix,17.0,0.0229939121904019
5,S VETTEL,VET,Aston Martin,15.0,0.0,0.0,Gearbox,2021,2,Emilia Romagna Grand Prix,13.0,0.0132104124390211
47,M SCHUMACHER,MSC,Haas F1 Team,16.0,18.0,0.0,+2 Laps,2021,2,Emilia Romagna Grand Prix,18.0,0.0251038152961255
9,N MAZEPIN,MAZ,Haas F1 Team,17.0,19.0,0.0,+2 Laps,2021,2,Emilia Romagna Grand Prix,19.0,0.0320651516576849
77,V BOTTAS,BOT,Mercedes,18.0,8.0,0.0,Collision,2021,2,Emilia Romagna Grand Prix,8.0,0.0035075459273493
63,G RUSSELL,RUS,Williams,19.0,12.0,0.0,Collision,2021,2,Emilia Romagna Grand Prix,12.0,0.0114230422921341
6,N LATIFI,LAT,Williams,20.0,14.0,0.0,Collision,2021,2,Emilia Romagna Grand Prix,14.0,0.015884748222709
44,L HAMILTON,HAM,Mercedes,1.0,2.0,25.0,Finished,2021,3,Portuguese Grand Prix,2.0,0.0
33,M VERSTAPPEN,VER,Red Bull Racing,2.0,3.0,18.0,Finished,2021,3,Portuguese Grand Prix,3.0,0.0087471783295711
77,V BOTTAS,BOT,Mercedes,3.0,1.0,16.0,Finished,2021,3,Portuguese Grand Prix,1.0,0.0048737943771803
11,S PEREZ,PER,Red Bull Racing,4.0,4.0,12.0,Finished,2021,3,Portuguese Grand Prix,4.0,0.0112482043915451
4,L NORRIS,NOR,McLaren,5.0,7.0,10.0,Finished,2021,3,Portuguese Grand Prix,7.0,0.0065796224091934
16,C LECLERC,LEC,Ferrari,6.0,8.0,8.0,Finished,2021,3,Portuguese Grand Prix,8.0,0.0102734455161091
31,E OCON,OCO,Alpine,7.0,6.0,6.0,Finished,2021,3,Portuguese Grand Prix,6.0,0.0079263287502564
14,F ALONSO,ALO,Alpine,8.0,13.0,4.0,Finished,2021,3,Portuguese Grand Prix,13.0,0.0190847527190642
3,D RICCIARDO,RIC,McLaren,9.0,16.0,2.0,Finished,2021,3,Portuguese Grand Prix,16.0,0.0239970244202749
10,P GASLY,GAS,AlphaTauri,10.0,9.0,1.0,Finished,2021,3,Portuguese Grand Prix,9.0,0.0139031397496409
55,C SAINZ,SAI,Ferrari,11.0,5.0,0.0,Finished,2021,3,Portuguese Grand Prix,5.0,0.0108377796018879
99,A GIOVINAZZI,GIO,Alfa Romeo Racing,12.0,12.0,0.0,+1 Lap,2021,3,Portuguese Grand Prix,12.0,0.0160065667966343
5,S VETTEL,VET,Aston Martin,13.0,10.0,0.0,+1 Lap,2021,3,Portuguese Grand Prix,10.0,0.0128514262261439
18,L STROLL,STR,Aston Martin,14.0,17.0,0.0,+1 Lap,2021,3,Portuguese Grand Prix,17.0,0.0249461317463573
22,Y TSUNODA,TSU,AlphaTauri,15.0,14.0,0.0,+1 Lap,2021,3,Portuguese Grand Prix,14.0,0.0191745331418016
63,G RUSSELL,RUS,Williams,16.0,11.0,0.0,+1 Lap,2021,3,Portuguese Grand Prix,11.0,0.0146342089062178
47,M SCHUMACHER,MSC,Haas F1 Team,17.0,19.0,0.0,+2 Laps,2021,3,Portuguese Grand Prix,19.0,0.0318592242971474
6,N LATIFI,LAT,Williams,18.0,18.0,0.0,+2 Laps,2021,3,Portuguese Grand Prix,18.0,0.0297173199261234
9,N MAZEPIN,MAZ,Haas F1 Team,19.0,20.0,0.0,+2 Laps,2021,3,Portuguese Grand Prix,20.0,0.0377590806484712
7,K RAIKKONEN,RAI,Alfa Romeo Racing,20.0,15.0,0.0,Collision damage,2021,3,Portuguese Grand Prix,15.0,0.022829878924687
44,L HAMILTON,HAM,Mercedes,1.0,1.0,25.0,Finished,2021,4,Spanish Grand Prix,1.0,0.0
33,M VERSTAPPEN,VER,Red Bull Racing,2.0,2.0,19.0,Finished,2021,4,Spanish Grand Prix,2.0,0.0004691103842796
77,V BOTTAS,BOT,Mercedes,3.0,3.0,15.0,Finished,2021,4,Spanish Grand Prix,3.0,0.0017200714090252
16,C LECLERC,LEC,Ferrari,4.0,4.0,12.0,Finished,2021,4,Spanish Grand Prix,4.0,0.0100207190419724
11,S PEREZ,PER,Red Bull Racing,5.0,8.0,10.0,Finished,2021,4,Spanish Grand Prix,8.0,0.0120926232392071
3,D RICCIARDO,RIC,McLaren,6.0,7.0,8.0,Finished,2021,4,Spanish Grand Prix,7.0,0.0114801735708421
55,C SAINZ,SAI,Ferrari,7.0,6.0,6.0,Finished,2021,4,Spanish Grand Prix,6.0,0.0114541118828267
4,L NORRIS,NOR,McLaren,8.0,9.0,4.0,+1 Lap,2021,4,Spanish Grand Prix,9.0,0.0124444560274168
31,E OCON,OCO,Alpine,9.0,5.0,2.0,+1 Lap,2021,4,Spanish Grand Prix,5.0,0.0109328781225159
10,P GASLY,GAS,AlphaTauri,10.0,12.0,1.0,+1 Lap,2021,4,Spanish Grand Prix,12.0,0.016171277413638
18,L STROLL,STR,Aston Martin,11.0,11.0,0.0,+1 Lap,2021,4,Spanish Grand Prix,11.0,0.016067030661576
